Age,Pounds,Kilograms,FeetInches,Centimeters
65,133.1,60.5,5.4,162
59,152.9,69.5,5.4,163
65,154.7,70.3,6,184
40,198.9,90.4,5.1,179
22,112.6,51.2,5.5,165
61,157.1,71.4,5.5,166
24,151.6,68.9,5.9,174
52,183.3,83.3,5.9,174
35,191.8,87.2,5.1,177
26,160.6,73,5.7,169
22,193.4,87.9,5.2,158
51,187.4,85.2,5.4,162
37,218.2,99.2,5.9,174
62,234.3,106.5,5.1,178
67,176.4,80.2,5.7,170
27,242.2,110.1,6.1,186
29,156.2,71,5.7,169
60,201.5,91.6,5.7,169
55,150.5,68.4,5.8,173
28,239.4,108.8,6.1,185
43,218.9,99.5,5.1,177
27,152,69.1,5.1,178
49,231,105,5.11,181
64,131.1,59.6,5.3,160
31,238.5,108.4,6,182
47,174.7,79.4,5.9,174
39,147.2,66.9,5.2,158
36,162.6,73.9,5.3,161
45,155.5,70.7,5.5,165
59,179.5,81.6,5.9,176
22,121.7,55.3,5.3,161
58,146.3,66.5,5.7,169
22,151.1,68.7,5.6,168
66,123.9,56.3,5.4,163
32,204.2,92.8,5.3,161
35,177.3,80.6,5.2,157
45,255,115.9,6.2,188
24,210.5,95.7,5.7,169
20,164.6,74.8,5.9,175
62,160.2,72.8,6,184
22,104.1,47.3,5.7,171
46,216,98.2,5.9,175
31,213.6,97.1,5.7,169
24,133.8,60.8,6.2,188
56,152,69.1,5.3,161
19,154.2,70.1,5.5,166
48,130.2,59.2,5.5,166
44,161.5,73.4,5.3,159
40,227,103.2,5.8,173
19,117,53.2,5.5,166
57,154.7,70.3,5.6,167
70,210.1,95.5,5.6,167
39,138.8,63.1,5.1,154
20,177.5,80.7,5.1,178
65,143.9,65.4,5.5,166
38,201.7,91.7,6,182
27,159.9,72.7,6.3,190
51,160.4,72.9,5.3,159
33,189.9,86.3,5.6,168
29,173.6,78.9,5.9,175
56,135.7,61.7,5.8,173
30,197.3,89.7,5.1,154
49,214.7,97.6,5.1,177
20,138.6,63,6.2,189
37,171.6,78,5.1,179
41,153.8,69.9,6.1,185
25,175.6,79.8,5.2,157
35,200.4,91.1,6.3,190
36,139.5,63.4,5.3,159
41,205.9,93.6,5.1,179
33,226.4,102.9,5.5,166
56,199.8,90.8,5.11,181
55,250.6,113.9,5.11,181
64,200.9,91.3,5.3,159
68,184.1,83.7,5.9,174
55,140.4,63.8,5.4,163
26,158.4,72,6.2,187
65,123.4,56.1,5,152
68,233.6,106.2,6,183
56,232.1,105.5,6,184
46,186.1,84.6,5.1,179
60,139.7,63.5,5.7,171
25,215.8,98.1,5.6,168
31,176.9,80.4,5.8,173
52,147.8,67.2,6,182
30,184.1,83.7,5.7,171
18,112.6,51.2,5.9,176
54,198.2,90.1,5.1,177
35,205.3,93.3,6.3,190
58,117,53.2,5.1,154
55,149.8,68.1,5.11,181
28,142.8,64.9,5.1,154
52,203.5,92.5,5.8,173
43,238.9,108.6,5.7,169
55,121,55,5.5,166
18,124.5,56.6,5.1,178
23,198.4,90.2,6.2,188
20,149.4,67.9,5,153
28,210.3,95.6,6.2,187
66,207,94.1,5.8,173
70,156.9,71.3,5.6,167
61,125.2,56.9,5.7,170
54,143.2,65.1,5.4,162
62,214.3,97.4,5.6,167
46,184.4,83.8,5.6,168
22,226.8,103.1,6,184
48,156.4,71.1,6.1,186
37,139,63.2,5.7,169
19,104.9,47.7,5.8,173
23,203.1,92.3,5.1,179
57,170.7,77.6,5.11,181
69,168.1,76.4,5.4,163
67,209,95,5,153
57,123,55.9,5.4,162
43,181.5,82.5,5.7,171
59,128.9,58.6,5.7,170
28,239.6,108.9,6.1,186
63,194.9,88.6,5.1,177
61,153.3,69.7,5.6,167
42,227.5,103.4,5.1,156
66,198,90,5.2,157
23,137.5,62.5,5.5,165
70,129.6,58.9,5.6,167
40,209.2,95.1,5.1,154
56,207.9,94.5,5.7,171
57,250.8,114,5.8,173
67,194.3,88.3,5.9,174
52,227,103.2,5.8,173
48,206.4,93.8,5.7,170
55,163.5,74.3,5.1,177
40,120.1,54.6,5.3,160
58,143,65,5.9,174
49,169,76.8,5.6,168
62,172.3,78.3,5.1,155
23,211.2,96,5.7,169
43,197.3,89.7,5.5,166
44,229.9,104.5,6.2,189
53,117.3,53.3,5.1,155
68,172.7,78.5,5.7,170
29,176.2,80.1,5.6,168
70,181.5,82.5,6.1,185
65,231.9,105.4,5.9,176
60,148.3,67.4,5.9,174
64,203.7,92.6,5.7,170
39,108,49.1,5.1,155
60,170.5,77.5,6,183
58,208.3,94.7,5.2,157
36,151.4,68.8,5.6,168
19,171.4,77.9,5.9,175
70,128.3,58.3,5.3,161
25,170.1,77.3,5.1,179
57,208.8,94.9,5,152
36,148.7,67.6,5.9,174
28,198.9,90.4,5.11,181
30,154,70,5.9,174
45,143,65,5.7,169
36,207,94.1,5.9,175
27,201.1,91.4,5.2,157
22,188.1,85.5,5.7,170
43,188.8,85.8,5.9,174
50,201.7,91.7,5.1,156
39,127.4,57.9,5.5,165
65,170.5,77.5,5.7,170
35,192.7,87.6,5.5,166
57,217.8,99,5.11,180
42,244,110.9,6,184
61,141,64.1,5.5,166
31,192.7,87.6,6.3,190
35,164.6,74.8,6,182
43,137.7,62.6,5.6,167
40,158.2,71.9,5.6,167
42,145.4,66.1,6.1,185
28,147.8,67.2,5.6,167
64,162.1,73.7,5.1,177
63,150.3,68.3,5.8,172
60,188.1,85.5,5.9,174
62,222.6,101.2,5.8,172
18,166.1,75.5,5.8,172
50,171.6,78,5.1,156
68,231.2,105.1,5.6,167
21,182.4,82.9,5.5,164
22,191.6,87.1,5.1,177
47,247.7,112.6,5.1,177
53,166.3,75.6,5.4,162
30,164.3,74.7,5.8,172
25,148.3,67.4,5.6,168
45,231,105,5.7,170
53,164.6,74.8,5.1,155
64,200.6,91.2,5.5,165
69,201.3,91.5,5.7,169
33,135.3,61.5,5.1,155
60,247.7,112.6,5.7,169
49,166.1,75.5,5.2,158
35,144.5,65.7,5.11,181
19,175.1,79.6,5.8,172
50,218.2,99.2,5.1,155
44,154.9,70.4,5.7,171
56,229.2,104.2,5.8,173
67,141.2,64.2,5.5,166
21,178.9,81.3,5.11,181
63,154.4,70.2,5.11,180
40,172.5,78.4,5.5,164
30,168.1,76.4,5.6,167
31,167.9,76.3,5.9,175
30,239.6,108.9,6.3,190
20,144.3,65.6,5.5,164
26,130,59.1,5.8,172
22,215.4,97.9,6,183
28,154.7,70.3,5.1,179
24,197.1,89.6,5.9,175
58,164.6,74.8,5.8,172
24,215.8,98.1,5.1,156
22,194.3,88.3,5.1,155
62,161.3,73.3,5.5,166
21,120.3,54.7,5.3,160
50,185.2,84.2,5.3,161
49,223.1,101.4,5.5,165
63,186.3,84.7,6,182
69,143.9,65.4,4.11,151
26,159.7,72.6,5.2,158
24,140.1,63.7,5.6,167
22,130.2,59.2,5.3,160
57,168.1,76.4,5.1,179
53,190.1,86.4,5.3,159
29,151.8,69,5.9,176
38,154.9,70.4,6.2,187
46,201.5,91.6,5,153
70,156,70.9,5.5,166
56,221.5,100.7,5.1,177
54,144.1,65.5,5.1,154
53,191.4,87,6,183
19,191.4,87,5.2,157
62,196.9,89.5,5.2,157
28,151.6,68.9,5.1,177
65,144.5,65.7,6.1,186
31,177.1,80.5,5.4,163
63,208.1,94.6,5.5,164
26,212.5,96.6,5.3,159
62,209.7,95.3,5.5,166
53,129.4,58.8,5,153
32,146.1,66.4,5.1,178
48,185.9,84.5,5.6,167
33,227.3,103.3,5.11,180
59,167.2,76,5.2,158
34,206.6,93.9,5.11,180
46,226.4,102.9,5.3,160
55,181.1,82.3,5.9,174
34,187,85,5.1,178
44,126.5,57.5,5.2,158
32,232.3,105.6,5.11,180
58,177.1,80.5,5.7,169
53,196.2,89.2,6,183
64,243.3,110.6,5.8,172
41,179.3,81.5,5.5,164
21,153.6,69.8,5.8,173
44,161.9,73.6,5.8,173
43,166.3,75.6,5.4,162
40,151.6,68.9,5.1,178
52,236.9,107.7,5.9,176
60,139.3,63.3,5.2,157
33,237.8,108.1,5.1,179
35,200.6,91.2,5.3,161
62,156.4,71.1,5.1,177
27,173.4,78.8,5.8,172
64,141.2,64.2,5.2,157
44,247.7,112.6,5.8,172
18,189.4,86.1,5.3,161
44,167.2,76,5.1,179
18,126.5,57.5,5.4,162
23,233.9,106.3,5.1,177
18,128.7,58.5,5.7,169
27,209.7,95.3,5.11,180
61,229.5,104.3,5.6,168
24,123.4,56.1,5.1,177
28,147.8,67.2,5.7,169
28,116.2,52.8,5.3,161
34,143.9,65.4,5.6,168
33,174.5,79.3,6.1,186
40,207.2,94.2,5.7,169
53,158,71.8,5.6,168
24,115.3,52.4,5.8,173
46,251.7,114.4,5.7,169
19,200.2,91,5.6,167
61,233.9,106.3,6,182
49,180.6,82.1,5.6,168
66,205.9,93.6,6,184
67,164.6,74.8,6,182
32,117.5,53.4,5.7,170
53,213.4,97,6.2,187
68,194,88.2,5.7,171
68,208.8,94.9,5.7,169
21,103.8,47.2,5.5,165
35,134.6,61.2,5.4,162
56,200.9,91.3,5.5,165
18,198.9,90.4,5.7,170
54,185.7,84.4,5.1,178
64,165,75,5.8,172
69,196.2,89.2,5.11,180
33,155.8,70.8,5.4,163
45,173.6,78.9,5.11,181
50,134.9,61.3,5.6,168
70,164.6,74.8,5.11,181
60,147.2,66.9,5.5,166
21,173.6,78.9,5.9,175
52,142.3,64.7,5.9,174
69,193.6,88,5.7,171
45,132,60,5.7,171
40,115.7,52.6,5.6,167
30,176.9,80.4,6.3,190
37,191,86.8,5.9,176
43,226.6,103,5.3,159
62,182.6,83,5.6,168
54,216.9,98.6,5.9,176
22,194.3,88.3,5.7,170
30,170.5,77.5,5.3,159
46,143.9,65.4,5.7,170
48,175.6,79.8,5.2,157
54,161,73.2,6,183
51,209.7,95.3,6.2,188
54,218.5,99.3,5.5,166
58,151.1,68.7,5.5,164
61,182.4,82.9,5.2,157
33,175.1,79.6,5.3,161
49,224.6,102.1,6.1,186
38,234.5,106.6,6.2,188
52,206.1,93.7,6.2,187
21,198.4,90.2,5.5,165
37,191,86.8,5.9,174
62,181.3,82.4,5.1,178
65,145.9,66.3,5.5,165
63,175.8,79.9,6,183
21,180.4,82,5.1,177
63,244.2,111,5.1,179
35,192.5,87.5,5.4,163
56,211.9,96.3,5.3,160
43,242.4,110.2,5.1,177
22,161.9,73.6,5.3,161
66,174.5,79.3,6.1,185
69,223.3,101.5,5.11,180
56,170.9,77.7,5.2,157
21,203.3,92.4,5.6,167
22,196.5,89.3,6.2,187
44,205.9,93.6,6,183
35,213.4,97,5.8,173
31,115.5,52.5,5.2,158
19,128.7,58.5,5.1,154
36,240,109.1,5.8,173
20,170.9,77.7,5.4,163
60,125.8,57.2,5.3,159
37,227.7,103.5,5.8,172
64,162.1,73.7,6.1,185
50,148.1,67.3,5.7,170
33,135.5,61.6,5.1,156
63,220.2,100.1,6,183
32,243.5,110.7,5.7,169
48,164.6,74.8,5.3,161
27,180.6,82.1,5.7,171
34,213.6,97.1,5.4,162
24,120.6,54.8,5.6,167
22,142.6,64.8,5.7,171
59,176.9,80.4,5.8,173
26,205.5,93.4,6.2,188
51,178,80.9,5.11,181
68,210.3,95.6,5.7,171
20,124.1,56.4,5.6,168
48,147.2,66.9,5.7,170
28,119,54.1,5.5,164
43,115.5,52.5,5.1,156
65,137.3,62.4,5,153
29,174,79.1,5.4,163
68,221.8,100.8,5.1,155
33,137.7,62.6,5.7,171
45,145.6,66.2,6.2,187
49,137.9,62.7,5.2,158
51,115.9,52.7,5.3,159
40,200.6,91.2,6.2,187
55,117.3,53.3,5.1,155
32,138.4,62.9,6,182
51,187.7,85.3,5.9,174
68,159.3,72.4,5.1,154
51,212.3,96.5,5.8,172
25,213.8,97.2,5.7,169
40,145.2,66,6.1,186
56,204.2,92.8,5.2,158
69,229.9,104.5,5.5,165
47,115.9,52.7,5.3,159
50,211.2,96,5.9,175
61,134.6,61.2,5.3,161
59,222.9,101.3,6.2,187
49,247.1,112.3,5.7,169
69,233.9,106.3,5.1,178
32,167.2,76,5.9,174
40,156.9,71.3,5.11,180
28,242,110,5.7,169
31,139.5,63.4,5.1,155
31,229,104.1,5.6,168
49,187.9,85.4,5.3,160
23,152,69.1,5.2,158
61,217.4,98.8,6,183
70,164.1,74.6,5.1,156
21,129.8,59,5.5,164
33,190.7,86.7,5.9,174
49,201.7,91.7,6.1,185
51,196.2,89.2,5.9,174
48,252.6,114.8,6,182
70,159.5,72.5,5.7,169
54,249,113.2,6,182
27,169.8,77.2,5.7,169
59,120.3,54.7,5.7,169
69,198.4,90.2,5.1,154
55,134.4,61.1,5.3,160
31,121.9,55.4,5.5,166
62,163.7,74.4,5.2,157
51,180.8,82.2,5.1,156
19,135.7,61.7,5.4,162
34,136.6,62.1,5.8,172
42,152,69.1,5.7,170
37,158.8,72.2,5.5,165
47,184.1,83.7,5.6,168
26,212.7,96.7,5.8,173
63,177.1,80.5,5.1,155
40,153.8,69.9,5.9,175
31,216,98.2,6.2,188
54,161.3,73.3,5.11,181
68,195.1,88.7,5.2,157
58,178,80.9,5.9,174
52,172.3,78.3,5.7,171
42,160.4,72.9,5.8,173
32,175.8,79.9,5.8,173
29,225.9,102.7,5.1,178
59,187.9,85.4,5.4,163
32,205.5,93.4,5.2,158
56,165.4,75.2,5.9,175
51,251.9,114.5,5.9,175
45,119,54.1,5.9,174
31,228.6,103.9,5.7,169
39,170.7,77.6,5.11,180
47,130.9,59.5,5.3,160
35,155.3,70.6,6.3,190
20,162.1,73.7,5.2,157
45,157.7,71.7,5.7,170
68,161,73.2,5.5,165
20,220.4,100.2,5.5,166
50,183.5,83.4,5.6,167
54,249.3,113.3,6,184
50,180,81.8,5.6,167
19,144.3,65.6,5.2,158
38,142.3,64.7,6.1,186
57,146.3,66.5,5.5,165
47,235.6,107.1,5.6,168
24,207.7,94.4,5.1,177
43,110.7,50.3,5.5,165
58,187.4,85.2,5.7,170
66,200.9,91.3,5.9,176
49,216,98.2,5.8,173
61,162.1,73.7,5.5,166
65,216.5,98.4,5.11,181
28,226.4,102.9,6.1,185
44,159.1,72.3,5.3,159
53,113.3,51.5,5.2,158
61,187.7,85.3,5.1,179
37,253.2,115.1,5.7,169
27,240.9,109.5,5.7,171
32,223.5,101.6,5.4,162
27,123.2,56,5.5,165
57,230.6,104.8,5.1,179
57,250.1,113.7,5.9,176
28,232.5,105.7,6.1,185
41,195.6,88.9,5.7,170
18,176,80,5.5,165
47,220.9,100.4,5.1,154
65,206.4,93.8,5,152
20,166.5,75.7,5.3,161
60,165.9,75.4,5.11,180
69,174.5,79.3,5.6,168
64,164.6,74.8,5.5,165
21,147.8,67.2,6.2,189
40,140.4,63.8,6.1,185
32,196.2,89.2,5.4,163
31,180.2,81.9,5.1,155
19,113.1,51.4,5.5,165
70,194.5,88.4,5.1,179
48,143.4,65.2,5.2,157
44,209.7,95.3,5.5,165
29,136.8,62.2,5.7,171
26,132.7,60.3,6,183
30,117,53.2,5.3,161
40,210.3,95.6,5.7,169
36,224.8,102.2,5.11,181
52,192.1,87.3,5.7,171
65,134.6,61.2,5.8,172
29,202.8,92.2,6,182
66,178,80.9,5.5,164
27,132,60,5.3,160
29,167.2,76,5.9,175
63,196.5,89.3,5.7,170
60,143.9,65.4,5.5,164
36,246.8,112.2,6,183
67,220.2,100.1,5.6,167
61,218.7,99.4,5.1,177
49,234.5,106.6,6.1,185
58,226.8,103.1,5.1,154
35,158,71.8,5.3,160
27,222.2,101,5.11,181
35,224.6,102.1,5.7,170
35,228.1,103.7,5.1,155
28,231.4,105.2,5.1,177
22,194,88.2,6,182
20,142.8,64.9,6.2,188
48,170.5,77.5,6.2,188
36,253,115,6.1,186
59,216,98.2,5.4,162
19,169.6,77.1,5.5,164
50,163.5,74.3,5.5,166
66,223.7,101.7,5.1,179
63,132.2,60.1,5.2,158
44,222.6,101.2,5.8,173
49,227.5,103.4,5.5,164
45,131.8,59.9,5.2,157
58,149.8,68.1,5.7,171
69,169.8,77.2,6,184
23,132.4,60.2,5.6,168
67,182.4,82.9,5.7,169
37,247.3,112.4,5.9,174
49,176.7,80.3,5.2,157
21,187,85,5.8,172
25,146.7,66.7,5.4,163
32,212.3,96.5,6.3,190
67,148.7,67.6,5.9,175
43,253,115,5.1,179
18,113.5,51.6,5.7,170
42,171.2,77.8,5.6,167
50,200.4,91.1,6,182
36,134.6,61.2,5.3,159
22,175.1,79.6,5.8,172
29,137.1,62.3,5.7,169
44,165.2,75.1,5.9,174
23,222.6,101.2,5.8,173
30,218.5,99.3,5.7,169
28,118.6,53.9,5.5,166
64,183,83.2,5.7,171
20,147,66.8,5.9,175
53,164.3,74.7,5,153
37,216.7,98.5,5.6,167
29,174.5,79.3,5.1,177
41,214.3,97.4,5.6,168
51,143.9,65.4,6.2,188
25,158.4,72,5.2,158
28,143.9,65.4,5.7,171
23,111.1,50.5,5.5,166
43,224.8,102.2,5.4,162
66,179.5,81.6,5.1,178
65,198.2,90.1,5.7,171
44,192.9,87.7,5.1,177
38,129.1,58.7,5.2,158
53,209.2,95.1,5.7,169
48,116.4,52.9,5.4,163
52,183.9,83.6,5.5,164
50,179.3,81.5,5.3,161
50,221.8,100.8,5.6,167
28,181.3,82.4,5.6,168
56,181.1,82.3,5.3,161
20,218,99.1,5.4,163
38,196.2,89.2,5.9,175
31,174.9,79.5,5.2,157
43,126.3,57.4,5.4,162
40,167.2,76,6.1,186
35,114.2,51.9,5.3,159
64,184.6,83.9,5,153
44,118.1,53.7,5.5,165
40,202.4,92,6.1,185
31,209.2,95.1,5.6,168
49,149.6,68,5.1,177
29,214.7,97.6,5.9,174
67,167.6,76.2,5.7,171
52,143.7,65.3,5.9,174
34,129.6,58.9,5.2,157
53,205,93.2,5.7,169
38,180.2,81.9,6.1,185
62,220.4,100.2,5.7,169
54,179.1,81.4,6.1,185
48,122.1,55.5,5.5,166
27,174.5,79.3,5.9,176
63,150.7,68.5,6.1,185
37,179.7,81.7,5.9,175
18,135.7,61.7,5.7,169
34,114.8,52.2,5.7,169
31,197.1,89.6,6.3,190
44,218.7,99.4,5.11,181
48,206.4,93.8,5.4,163
32,193.6,88,5.5,166
42,141,64.1,6.2,188
44,212.1,96.4,6.2,187
57,201.3,91.5,5.5,165
61,180.8,82.2,5.1,179
65,154.2,70.1,5.1,154
58,195.8,89,5.7,169
38,164.8,74.9,5.8,173
50,189,85.9,5.6,167
25,229,104.1,5.1,179
27,202,91.8,5.7,171
64,169.8,77.2,5.9,176
57,192.3,87.4,5.6,167
42,138.2,62.8,5.7,170
49,254.8,115.8,5.1,177
47,119.2,54.2,5.8,173
37,183.3,83.3,5.3,160
44,167,75.9,5.7,169
58,161.3,73.3,6.1,185
59,229.5,104.3,5.1,155
43,208.1,94.6,5.4,162
21,147.8,67.2,5.2,157
55,220,100,5.7,169
47,167.4,76.1,5.1,155
70,230.8,104.9,6.1,185
55,145.9,66.3,5.7,169
65,136.8,62.2,5.6,167
64,178.2,81,6.1,185
46,219.1,99.6,5.9,176
36,225.7,102.6,5.9,176
20,169.2,76.9,5.6,167
64,133.8,60.8,5.5,164
30,176.9,80.4,5.7,171
63,192.9,87.7,5.3,160
43,250.1,113.7,5.1,177
22,182.6,83,5.8,172
61,141,64.1,5.2,158
44,126.3,57.4,5.6,167
64,203.5,92.5,5.4,162
55,203.7,92.6,5.8,172
68,210.5,95.7,5.5,165
51,147.4,67,6,182
19,169.6,77.1,5.8,172
43,237.2,107.8,5.7,171
63,153.6,69.8,6.1,186
23,120.3,54.7,5.1,155
49,175.6,79.8,6.2,187
22,162.8,74,6.1,186
22,174.7,79.4,5.1,155
62,212.1,96.4,5.7,170
30,205.9,93.6,5.5,166
37,245.7,111.7,5.9,176
37,221.3,100.6,5.11,180
25,176.7,80.3,5.7,171
37,199.8,90.8,5.11,181
21,177.5,80.7,5.1,179
37,134.9,61.3,5.5,165
62,225.1,102.3,5.2,157
19,163.5,74.3,6,182
46,169.8,77.2,5.1,154
36,145.9,66.3,5.11,181
69,195.6,88.9,5.6,168
60,161.7,73.5,5.5,165
64,201.1,91.4,5.7,171
66,162.4,73.8,5,153
22,159.7,72.6,5.3,161
23,154.9,70.4,5.8,173
18,213.6,97.1,6.1,185
26,196.7,89.4,5.11,181
22,113.7,51.7,5.2,158
21,113.5,51.6,5.1,156
29,213,96.8,6.3,190
22,194.7,88.5,5.2,158
56,154.7,70.3,5.1,179
40,224.6,102.1,5.5,165
42,231.7,105.3,5.9,176
35,120.6,54.8,5.3,161
31,166.8,75.8,5.8,173
25,196.7,89.4,5.8,173
63,155.8,70.8,6.1,186
67,180.8,82.2,6,183
31,130.2,59.2,5.1,154
26,144.8,65.8,6,182
19,153.3,69.7,6,184
19,111.3,50.6,5.7,169
54,160.6,73,5.6,167
19,169.4,77,5.9,174
63,183,83.2,6.1,185
66,219.8,99.9,5.8,173
30,239.1,108.7,5.9,175
40,125,56.8,5.4,162
39,220.4,100.2,5.1,177
46,219.3,99.7,5.6,167
23,151.6,68.9,5.5,164
27,131.6,59.8,5.1,155
65,147.4,67,5.1,178
22,118.1,53.7,5.6,168
37,124.7,56.7,5.6,167
59,159.7,72.6,5.8,173
43,157.5,71.6,6.2,189
59,239.1,108.7,6,184
52,231.7,105.3,6,184
37,180.2,81.9,6,184
27,146.3,66.5,5.1,155
31,170.7,77.6,5.8,172
36,152,69.1,5.3,160
33,196.7,89.4,5.5,165
25,106.7,48.5,5.7,171
36,189.4,86.1,5.6,168
46,207.7,94.4,5,153
28,143.9,65.4,5.8,173
54,173.4,78.8,5.11,180
20,185,84.1,5.5,164
42,175.8,79.9,5.4,163
45,127.4,57.9,5.1,156
54,208.6,94.8,5.6,168
69,159.5,72.5,5.8,173
48,157.1,71.4,5.1,154
32,111.3,50.6,5.2,157
43,175.6,79.8,6.1,185
62,171.4,77.9,6.1,185
35,127.6,58,5.1,154
27,142.6,64.8,5.4,163
25,147.8,67.2,5.11,180
19,162.4,73.8,6.1,186
54,132.7,60.3,5.1,154
48,225.9,102.7,6,184
49,183.3,83.3,5.9,176
38,198.2,90.1,5.5,164
55,227,103.2,5.7,170
36,254.5,115.7,6.1,186
51,213,96.8,5.3,161
53,167.6,76.2,5.1,155
24,210.1,95.5,5.7,171
21,143.2,65.1,5.6,167
42,114.6,52.1,5.3,161
56,166.3,75.6,5.9,176
29,158.4,72,5.1,154
45,159.5,72.5,6.2,189
24,174.5,79.3,5.1,155
28,184.8,84,6,182
54,189.2,86,6,183
51,125.2,56.9,5.1,155
20,104.3,47.4,5.6,167
23,124.5,56.6,5.3,160
60,220.2,100.1,6,182
24,209,95,5.7,169
46,215.2,97.8,5.9,174
52,223.5,101.6,6,182
26,152.9,69.5,5.5,165
69,200.9,91.3,5.1,177
67,213.4,97,5.5,165
68,224,101.8,5.6,167
62,163.5,74.3,5.5,165
67,190.7,86.7,5.9,174
56,156,70.9,5.6,167
26,203.9,92.7,5.3,159
65,175.3,79.7,6,182
50,163.2,74.2,5.9,175
24,183.3,83.3,5.1,179
32,244,110.9,5.7,170
42,152.7,69.4,5.1,156
62,201.5,91.6,5,153
36,242.7,110.3,5.7,169
50,204.6,93,6.1,185
44,167.4,76.1,5.8,172
27,134.2,61,5.1,155
36,133.1,60.5,5.2,157
23,145.9,66.3,6,183
21,103.2,46.9,5.3,159
58,179.7,81.7,6,183
49,196.2,89.2,5.7,169
66,159.5,72.5,5.1,155
22,145.2,66,5.11,181
28,155.1,70.5,6.1,185
44,234.5,106.6,6,182
27,204.8,93.1,5.4,162
21,149.2,67.8,6,184
65,213,96.8,5.1,155
64,190.3,86.5,5.8,172
26,214.3,97.4,5.11,181
67,206.6,93.9,5.1,155
38,160.2,72.8,5.1,155
58,224.2,101.9,5.1,179
26,143.9,65.4,5.7,170
37,178.4,81.1,5.1,179
55,204.2,92.8,5.11,181
53,156.2,71,5.2,157
30,133.1,60.5,6.2,188
18,150.5,68.4,5.4,163
59,135.7,61.7,5.6,168
58,226.8,103.1,5.5,165
47,224.2,101.9,5.8,173
32,220,100,5.7,169
32,119,54.1,5.7,170
46,212.1,96.4,5.2,157
59,172.7,78.5,5.5,165
63,206.1,93.7,6,182
68,148.3,67.4,5.1,154
64,223.5,101.6,6,182
49,254.1,115.5,6.2,188
40,146.5,66.6,5.11,180
19,185.5,84.3,5.9,175
54,225.5,102.5,5.9,174
19,144.8,65.8,5.8,172
34,187.7,85.3,5.7,170
55,172.5,78.4,5.5,166
48,165.2,75.1,6.1,186
21,207.2,94.2,5.5,165
30,150,68.2,5.2,157
27,105.8,48.1,5.3,161
49,177.3,80.6,6.2,188
42,123.6,56.2,5.5,166
44,196.2,89.2,5.1,179
24,126.5,57.5,5.6,167
58,162.1,73.7,5.8,172
70,159.7,72.6,5,152
40,152,69.1,6.2,188
40,192.7,87.6,6.2,188
51,161.3,73.3,5.6,168
43,119.9,54.5,5.7,170
33,129.4,58.8,5.1,155
46,155.5,70.7,5.8,173
59,210.1,95.5,5.5,166
46,220.4,100.2,5.6,168
36,248.8,113.1,6,184
69,211.6,96.2,5.7,170
38,128,58.2,5.3,160
40,227.9,103.6,5.7,169
39,179.5,81.6,6.2,187
45,223.7,101.7,5.9,174
26,139.3,63.3,5.7,171
44,135.3,61.5,5.8,173
69,148.7,67.6,6,183
53,187.2,85.1,5.5,165
65,167.9,76.3,6,183
19,215.2,97.8,6,183
38,120.6,54.8,5.4,162
50,153.8,69.9,5.7,169
18,136.4,62,5.1,155
53,193.4,87.9,6.2,187
26,218.7,99.4,5.5,164
53,218.2,99.2,5.8,173
53,192.5,87.5,5.5,164
70,214.3,97.4,5.1,178
42,196.9,89.5,6.1,185
69,206.1,93.7,5.7,169
70,214.7,97.6,6,182
70,188.5,85.7,5.2,158
63,135.7,61.7,5.3,160
50,157.3,71.5,6.2,188
45,122.5,55.7,5.6,168
21,219.1,99.6,5.3,159
32,128.9,58.6,5.5,165
53,230.3,104.7,5.11,181
38,216.7,98.5,5.1,154
58,246,111.8,5.1,179
36,168.1,76.4,5.4,163
42,184.8,84,5.1,178
63,203.1,92.3,5.1,178
70,122.8,55.8,5.5,166
70,151.4,68.8,5,152
55,220.2,100.1,5.7,169
58,186.1,84.6,5.7,170
68,134,60.9,5.5,166
58,226.8,103.1,5.8,172
44,150.9,68.6,6.2,187
38,189,85.9,5.7,169
43,206.8,94,5.5,165
21,213.4,97,5.1,178
30,176.2,80.1,5.2,157
65,224.4,102,5.1,155
62,198.2,90.1,5.7,169
25,136.8,62.2,5.8,173
53,207.7,94.4,6.2,188
44,208.8,94.9,5.3,161
54,173.1,78.7,5.4,162
31,140.6,63.9,5.9,174
24,127.8,58.1,5.11,180
26,178.6,81.2,5.6,168
68,222.9,101.3,6,182
27,183,83.2,5.9,175
53,197.6,89.8,5.9,175
69,110.2,50.1,5.3,161
44,146.1,66.4,5.3,160
21,164.3,74.7,5.1,154
55,143.4,65.2,5.7,171
24,170.3,77.4,5.5,164
55,166.5,75.7,6,182
33,204.2,92.8,6.1,185
25,199.8,90.8,5.11,181
55,180.8,82.2,5.3,160
68,153.6,69.8,5.7,169
29,171.2,77.8,5.6,167
32,240.5,109.3,6.1,186
42,254.5,115.7,6.1,186
41,213.2,96.9,5.9,176
65,131.3,59.7,5.1,155
41,179.3,81.5,5.9,174
59,153.3,69.7,5.6,167
24,193.2,87.8,5.7,169
47,154,70,5.6,167
31,184.8,84,5.8,172
36,177.5,80.7,6,183
34,192.9,87.7,5.9,174
40,145.9,66.3,5.7,169
50,179.1,81.4,6,183
48,234.3,106.5,6.1,185
48,195.1,88.7,5.1,156
35,177.8,80.8,5.3,161
22,175.1,79.6,6.3,190
30,171.2,77.8,5.7,171
24,209.7,95.3,5.9,175
23,174,79.1,5.1,179
